,K,global_mean,delta,sd,rep,stop_unstrat_fixed,stop_unstrat_agrapa,stop_lcb_fixed,stop_lcb_agrapa,stop_uinnsm_fixed,stop_uinnsm_smooth,stop_uinnsm_smooth_predkelly
86,4,0.5888888888888889,0.1,0.01,22,50,34,183,121,1000,32,32
87,4,0.5888888888888889,0.1,0.05,22,58,44,182,113,1000,27,28
88,4,0.5888888888888889,0.2,0.01,22,46,33,184,119,1000,34,34
89,4,0.5888888888888889,0.2,0.05,22,56,32,196,131,1000,36,34
90,4,0.611111111111111,0.0,0.01,22,38,25,151,100,204,27,27
91,4,0.611111111111111,0.0,0.05,22,37,24,147,97,172,27,27
92,4,0.611111111111111,0.1,0.01,22,39,26,149,98,456,27,27
93,4,0.611111111111111,0.1,0.05,22,47,33,151,100,416,28,28
94,4,0.611111111111111,0.2,0.01,22,44,28,150,99,1000,26,27
95,4,0.611111111111111,0.2,0.05,22,35,25,148,103,1000,28,28
96,4,0.6333333333333333,0.0,0.01,22,32,21,125,82,92,23,23
97,4,0.6333333333333333,0.0,0.05,22,32,21,124,84,100,23,23
98,4,0.6333333333333333,0.1,0.01,22,32,23,126,83,128,23,23
99,4,0.6333333333333333,0.1,0.05,22,29,21,127,83,136,23,23
100,4,0.6333333333333333,0.2,0.01,22,30,22,125,83,216,23,23
101,4,0.6333333333333333,0.2,0.05,22,38,23,128,84,300,23,23
102,4,0.6555555555555554,0.0,0.01,22,28,19,109,74,64,20,20
103,4,0.6555555555555554,0.0,0.05,22,28,18,110,76,64,20,20
104,4,0.6555555555555554,0.1,0.01,22,27,18,109,73,72,20,20
105,4,0.6555555555555554,0.1,0.05,22,24,16,111,78,84,23,23
106,4,0.6555555555555554,0.2,0.01,22,25,16,109,73,96,19,19
107,4,0.6555555555555554,0.2,0.05,22,27,19,116,77,120,20,20
108,4,0.6777777777777777,0.0,0.01,22,25,16,96,63,48,16,16
109,4,0.6777777777777777,0.0,0.05,22,24,16,96,63,48,16,16
110,4,0.6777777777777777,0.1,0.01,22,23,16,96,64,52,16,16
111,4,0.6777777777777777,0.1,0.05,22,22,16,97,66,56,17,18
112,4,0.6777777777777777,0.2,0.01,22,22,15,96,63,64,17,17
113,4,0.6777777777777777,0.2,0.05,22,24,18,99,67,72,18,19
114,4,0.7,0.0,0.01,22,22,15,86,59,36,15,15
115,4,0.7,0.0,0.05,22,23,15,87,59,36,12,12
116,4,0.7,0.1,0.01,22,21,15,86,58,40,15,15
117,4,0.7,0.1,0.05,22,24,17,85,57,44,16,15
118,4,0.7,0.2,0.01,22,20,15,87,59,48,15,15
119,4,0.7,0.2,0.05,22,22,14,85,58,48,14,14
120,5,0.5,0.0,0.01,22,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,22,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,22,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,22,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,22,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,22,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,22,178,117,921,575,1000,148,147
127,5,0.5222222222222223,0.0,0.05,22,235,154,854,631,1000,182,183
128,5,0.5222222222222223,0.1,0.01,22,181,120,880,565,1000,139,139
129,5,0.5222222222222223,0.1,0.05,22,148,104,934,633,1000,154,149
130,5,0.5222222222222223,0.2,0.01,22,236,104,890,563,1000,135,135
131,5,0.5222222222222223,0.2,0.05,22,178,137,923,633,1000,172,174
132,5,0.5444444444444444,0.0,0.01,22,89,56,450,291,1000,68,68
133,5,0.5444444444444444,0.0,0.05,22,78,59,472,308,1000,65,64
134,5,0.5444444444444444,0.1,0.01,22,93,64,457,290,1000,66,66
135,5,0.5444444444444444,0.1,0.05,22,93,62,475,314,1000,70,70
136,5,0.5444444444444444,0.2,0.01,22,119,92,452,290,1000,70,70
137,5,0.5444444444444444,0.2,0.05,22,89,57,475,294,1000,70,70
138,5,0.5666666666666667,0.0,0.01,22,63,40,309,198,1000,45,45
139,5,0.5666666666666667,0.0,0.05,22,59,40,309,197,1000,39,40
140,5,0.5666666666666667,0.1,0.01,22,62,41,306,195,1000,44,44
141,5,0.5666666666666667,0.1,0.05,22,63,43,310,202,1000,49,49
142,5,0.5666666666666667,0.2,0.01,22,61,41,311,197,1000,45,45
143,5,0.5666666666666667,0.2,0.05,22,57,41,322,220,1000,54,55
144,5,0.5888888888888889,0.0,0.01,22,48,31,232,150,260,34,34
145,5,0.5888888888888889,0.0,0.05,22,46,29,244,165,345,39,39
146,5,0.5888888888888889,0.1,0.01,22,51,34,230,149,1000,33,34
147,5,0.5888888888888889,0.1,0.05,22,56,37,229,157,1000,38,36
148,5,0.5888888888888889,0.2,0.01,22,44,29,233,152,1000,35,35
149,5,0.5888888888888889,0.2,0.05,22,42,29,241,165,1000,30,30
150,5,0.611111111111111,0.0,0.01,22,38,25,188,123,105,25,25
151,5,0.611111111111111,0.0,0.05,22,40,27,191,130,135,25,25
152,5,0.611111111111111,0.1,0.01,22,39,27,186,123,145,25,25
153,5,0.611111111111111,0.1,0.05,22,43,30,198,130,165,30,30
154,5,0.611111111111111,0.2,0.01,22,36,21,187,122,280,27,27
155,5,0.611111111111111,0.2,0.05,22,41,30,187,123,280,25,25
156,5,0.6333333333333333,0.0,0.01,22,32,21,156,103,70,23,24
157,5,0.6333333333333333,0.0,0.05,22,30,20,157,103,70,20,20
158,5,0.6333333333333333,0.1,0.01,22,31,21,156,103,80,23,23
159,5,0.6333333333333333,0.1,0.05,22,34,25,168,110,105,25,24
160,5,0.6333333333333333,0.2,0.01,22,29,20,157,103,105,23,23
161,5,0.6333333333333333,0.2,0.05,22,37,25,154,98,85,20,20
162,5,0.6555555555555554,0.0,0.01,22,28,19,136,92,50,20,20
163,5,0.6555555555555554,0.0,0.05,22,29,21,140,94,55,21,22
164,5,0.6555555555555554,0.1,0.01,22,30,19,136,92,55,20,20
165,5,0.6555555555555554,0.1,0.05,22,29,22,137,92,60,22,23
166,5,0.6555555555555554,0.2,0.01,22,26,16,135,91,65,19,19
167,5,0.6555555555555554,0.2,0.05,22,30,20,138,94,75,22,22
168,5,0.6777777777777777,0.0,0.01,22,25,16,121,79,40,18,17
169,5,0.6777777777777777,0.0,0.05,22,25,18,124,86,40,16,18
170,5,0.6777777777777777,0.1,0.01,22,23,15,120,79,45,17,17
171,5,0.6777777777777777,0.1,0.05,22,25,15,120,82,45,15,15
172,5,0.6777777777777777,0.2,0.01,22,26,18,120,79,50,17,17
173,5,0.6777777777777777,0.2,0.05,22,27,19,121,81,55,15,15
174,5,0.7,0.0,0.01,22,22,15,107,72,35,15,15
175,5,0.7,0.0,0.05,22,22,15,108,75,35,15,15
176,5,0.7,0.1,0.01,22,21,15,108,73,35,15,15
177,5,0.7,0.1,0.05,22,22,15,107,73,40,15,15
178,5,0.7,0.2,0.01,22,23,15,108,73,40,15,15
179,5,0.7,0.2,0.05,22,21,15,107,75,45,15,15
0,2,0.5,0.0,0.01,7,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,7,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,7,1000,1000,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,7,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,7,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,7,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,7,176,112,348,220,1000,131,132
7,2,0.5222222222222223,0.0,0.05,7,163,118,334,235,1000,148,148
8,2,0.5222222222222223,0.1,0.01,7,156,108,379,243,1000,138,137
9,2,0.5222222222222223,0.1,0.05,7,234,209,330,244,1000,149,150
10,2,0.5222222222222223,0.2,0.01,7,154,130,366,230,1000,138,137
11,2,0.5222222222222223,0.2,0.05,7,228,348,352,225,1000,107,107
12,2,0.5444444444444444,0.0,0.01,7,92,60,181,115,1000,65,65
13,2,0.5444444444444444,0.0,0.05,7,96,69,178,119,1000,63,63
14,2,0.5444444444444444,0.1,0.01,7,91,57,185,118,1000,67,67
15,2,0.5444444444444444,0.1,0.05,7,85,48,196,129,1000,68,68
16,2,0.5444444444444444,0.2,0.01,7,88,68,179,115,1000,65,65
17,2,0.5444444444444444,0.2,0.05,7,122,117,177,112,1000,70,70
18,2,0.5666666666666667,0.0,0.01,7,62,40,122,79,1000,44,44
19,2,0.5666666666666667,0.0,0.05,7,65,45,122,71,1000,37,37
20,2,0.5666666666666667,0.1,0.01,7,62,39,120,77,1000,44,44
21,2,0.5666666666666667,0.1,0.05,7,47,28,115,77,1000,43,44
22,2,0.5666666666666667,0.2,0.01,7,81,65,125,81,1000,45,45
23,2,0.5666666666666667,0.2,0.05,7,73,54,119,74,1000,41,43
24,2,0.5888888888888889,0.0,0.01,7,48,31,92,61,1000,33,33
25,2,0.5888888888888889,0.0,0.05,7,42,26,89,54,1000,28,28
26,2,0.5888888888888889,0.1,0.01,7,48,35,92,59,1000,33,33
27,2,0.5888888888888889,0.1,0.05,7,42,30,97,65,1000,33,34
28,2,0.5888888888888889,0.2,0.01,7,43,34,91,59,1000,32,32
29,2,0.5888888888888889,0.2,0.05,7,56,38,100,62,1000,33,33
30,2,0.611111111111111,0.0,0.01,7,38,25,75,49,178,27,27
31,2,0.611111111111111,0.0,0.05,7,40,26,78,51,234,29,30
32,2,0.611111111111111,0.1,0.01,7,36,24,76,50,1000,26,26
33,2,0.611111111111111,0.1,0.05,7,39,27,71,49,1000,27,28
34,2,0.611111111111111,0.2,0.01,7,29,22,77,50,1000,26,26
35,2,0.611111111111111,0.2,0.05,7,36,23,77,50,1000,26,26
36,2,0.6333333333333333,0.0,0.01,7,31,20,63,41,90,22,22
37,2,0.6333333333333333,0.0,0.05,7,34,24,64,44,93,23,23
38,2,0.6333333333333333,0.1,0.01,7,35,24,64,42,158,22,22
39,2,0.6333333333333333,0.1,0.05,7,30,19,66,43,156,24,24
40,2,0.6333333333333333,0.2,0.01,7,30,22,64,42,848,22,22
41,2,0.6333333333333333,0.2,0.05,7,35,22,64,41,1000,22,22
42,2,0.6555555555555554,0.0,0.01,7,27,18,55,37,60,18,18
43,2,0.6555555555555554,0.0,0.05,7,28,20,52,35,52,19,20
44,2,0.6555555555555554,0.1,0.01,7,30,19,54,37,82,18,18
45,2,0.6555555555555554,0.1,0.05,7,30,20,55,36,88,17,17
46,2,0.6555555555555554,0.2,0.01,7,34,24,54,37,140,18,18
47,2,0.6555555555555554,0.2,0.05,7,26,16,52,33,142,17,17
48,2,0.6777777777777777,0.0,0.01,7,24,16,49,32,46,16,16
49,2,0.6777777777777777,0.0,0.05,7,25,18,49,34,48,16,16
50,2,0.6777777777777777,0.1,0.01,7,24,17,48,32,58,16,16
51,2,0.6777777777777777,0.1,0.05,7,25,17,45,31,48,14,14
52,2,0.6777777777777777,0.2,0.01,7,26,17,49,32,78,16,16
53,2,0.6777777777777777,0.2,0.05,7,26,18,50,33,78,16,16
54,2,0.7,0.0,0.01,7,22,15,43,29,38,14,14
55,2,0.7,0.0,0.05,7,21,15,45,30,40,14,14
56,2,0.7,0.1,0.01,7,23,16,43,29,44,15,15
57,2,0.7,0.1,0.05,7,23,16,44,30,46,15,15
58,2,0.7,0.2,0.01,7,24,18,43,30,54,14,14
59,2,0.7,0.2,0.05,7,30,19,44,30,62,14,14
60,4,0.5,0.0,0.01,7,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,7,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,7,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,7,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,7,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,7,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,7,178,109,720,449,1000,134,135
67,4,0.5222222222222223,0.0,0.05,7,150,88,742,488,1000,104,104
68,4,0.5222222222222223,0.1,0.01,7,157,119,716,451,1000,132,132
69,4,0.5222222222222223,0.1,0.05,7,196,125,760,492,1000,142,141
70,4,0.5222222222222223,0.2,0.01,7,256,233,699,444,1000,135,135
71,4,0.5222222222222223,0.2,0.05,7,193,137,741,521,1000,172,170
72,4,0.5444444444444444,0.0,0.01,7,97,60,361,232,1000,68,68
73,4,0.5444444444444444,0.0,0.05,7,113,76,385,260,1000,69,72
74,4,0.5444444444444444,0.1,0.01,7,97,57,357,231,1000,66,67
75,4,0.5444444444444444,0.1,0.05,7,100,70,367,253,1000,72,70
76,4,0.5444444444444444,0.2,0.01,7,86,63,364,229,1000,66,66
77,4,0.5444444444444444,0.2,0.05,7,97,58,408,260,1000,84,77
78,4,0.5666666666666667,0.0,0.01,7,62,41,244,156,1000,44,44
79,4,0.5666666666666667,0.0,0.05,7,65,40,237,159,1000,37,37
80,4,0.5666666666666667,0.1,0.01,7,62,37,242,156,1000,43,43
81,4,0.5666666666666667,0.1,0.05,7,68,47,262,173,1000,44,43
82,4,0.5666666666666667,0.2,0.01,7,77,40,248,158,1000,46,45
83,4,0.5666666666666667,0.2,0.05,7,56,38,260,172,1000,47,47
84,4,0.5888888888888889,0.0,0.01,7,47,29,187,122,1000,35,35
85,4,0.5888888888888889,0.0,0.05,7,48,33,186,124,1000,36,36
86,4,0.5888888888888889,0.1,0.01,7,46,31,185,121,1000,35,35
87,4,0.5888888888888889,0.1,0.05,7,40,27,194,125,1000,35,34
88,4,0.5888888888888889,0.2,0.01,7,52,33,185,120,1000,32,32
89,4,0.5888888888888889,0.2,0.05,7,50,27,174,111,1000,33,35
90,4,0.611111111111111,0.0,0.01,7,37,24,151,98,192,27,27
91,4,0.611111111111111,0.0,0.05,7,36,25,147,94,201,23,24
92,4,0.611111111111111,0.1,0.01,7,40,26,149,98,464,27,27
93,4,0.611111111111111,0.1,0.05,7,39,26,153,100,548,28,28
94,4,0.611111111111111,0.2,0.01,7,36,26,150,99,1000,27,27
95,4,0.611111111111111,0.2,0.05,7,43,30,149,101,1000,31,29
96,4,0.6333333333333333,0.0,0.01,7,32,21,125,82,92,23,23
97,4,0.6333333333333333,0.0,0.05,7,35,25,122,82,84,23,23
98,4,0.6333333333333333,0.1,0.01,7,33,21,127,84,128,22,22
99,4,0.6333333333333333,0.1,0.05,7,30,20,121,79,104,19,19
100,4,0.6333333333333333,0.2,0.01,7,29,21,125,82,208,23,23
101,4,0.6333333333333333,0.2,0.05,7,33,21,126,83,272,20,20
102,4,0.6555555555555554,0.0,0.01,7,28,19,108,74,64,20,20
103,4,0.6555555555555554,0.0,0.05,7,25,18,105,71,60,16,16
104,4,0.6555555555555554,0.1,0.01,7,27,20,109,73,76,20,20
105,4,0.6555555555555554,0.1,0.05,7,29,17,107,74,76,18,19
106,4,0.6555555555555554,0.2,0.01,7,33,22,109,74,96,20,20
107,4,0.6555555555555554,0.2,0.05,7,27,17,109,74,100,20,20
108,4,0.6777777777777777,0.0,0.01,7,24,16,96,63,48,16,16
109,4,0.6777777777777777,0.0,0.05,7,25,18,93,62,40,16,16
110,4,0.6777777777777777,0.1,0.01,7,25,17,95,63,52,16,16
111,4,0.6777777777777777,0.1,0.05,7,26,19,102,69,60,19,19
112,4,0.6777777777777777,0.2,0.01,7,24,16,95,63,60,16,16
113,4,0.6777777777777777,0.2,0.05,7,26,16,94,63,60,16,16
114,4,0.7,0.0,0.01,7,22,15,86,58,40,15,15
115,4,0.7,0.0,0.05,7,23,16,86,60,40,16,16
116,4,0.7,0.1,0.01,7,22,14,86,58,40,15,15
117,4,0.7,0.1,0.05,7,24,15,89,60,44,16,16
118,4,0.7,0.2,0.01,7,23,15,86,59,48,15,15
119,4,0.7,0.2,0.05,7,25,19,86,59,52,16,16
120,5,0.5,0.0,0.01,7,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,7,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,7,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,7,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,7,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,7,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,7,189,118,877,566,1000,130,130
127,5,0.5222222222222223,0.0,0.05,7,206,154,962,603,1000,145,145
128,5,0.5222222222222223,0.1,0.01,7,213,146,908,569,1000,136,138
129,5,0.5222222222222223,0.1,0.05,7,145,102,854,559,1000,150,150
130,5,0.5222222222222223,0.2,0.01,7,158,89,910,577,1000,135,135
131,5,0.5222222222222223,0.2,0.05,7,177,165,939,678,1000,162,162
132,5,0.5444444444444444,0.0,0.01,7,92,57,449,286,1000,64,64
133,5,0.5444444444444444,0.0,0.05,7,95,65,520,351,1000,80,80
134,5,0.5444444444444444,0.1,0.01,7,87,58,448,285,1000,70,70
135,5,0.5444444444444444,0.1,0.05,7,98,68,478,308,1000,59,60
136,5,0.5444444444444444,0.2,0.01,7,118,88,454,294,1000,69,69
137,5,0.5444444444444444,0.2,0.05,7,121,88,477,295,1000,69,68
138,5,0.5666666666666667,0.0,0.01,7,63,40,305,200,1000,45,45
139,5,0.5666666666666667,0.0,0.05,7,64,42,310,193,1000,45,45
140,5,0.5666666666666667,0.1,0.01,7,65,40,301,195,1000,45,45
141,5,0.5666666666666667,0.1,0.05,7,53,38,298,191,1000,45,45
142,5,0.5666666666666667,0.2,0.01,7,62,36,301,195,1000,45,45
143,5,0.5666666666666667,0.2,0.05,7,60,44,303,199,1000,50,49
144,5,0.5888888888888889,0.0,0.01,7,48,31,233,151,270,35,35
145,5,0.5888888888888889,0.0,0.05,7,42,31,248,165,409,35,35
146,5,0.5888888888888889,0.1,0.01,7,50,33,231,149,985,34,34
147,5,0.5888888888888889,0.1,0.05,7,56,41,219,148,665,35,35
148,5,0.5888888888888889,0.2,0.01,7,49,31,231,153,1000,35,35
149,5,0.5888888888888889,0.2,0.05,7,43,23,245,159,1000,36,36
150,5,0.611111111111111,0.0,0.01,7,39,25,187,123,105,28,28
151,5,0.611111111111111,0.0,0.05,7,43,30,197,129,135,28,28
152,5,0.611111111111111,0.1,0.01,7,36,26,189,124,165,28,28
153,5,0.611111111111111,0.1,0.05,7,43,31,195,130,185,28,28
154,5,0.611111111111111,0.2,0.01,7,37,22,187,122,285,27,27
155,5,0.611111111111111,0.2,0.05,7,41,26,199,134,320,30,30
156,5,0.6333333333333333,0.0,0.01,7,32,21,158,102,70,24,24
157,5,0.6333333333333333,0.0,0.05,7,32,22,157,106,70,24,23
158,5,0.6333333333333333,0.1,0.01,7,32,21,157,103,80,23,23
159,5,0.6333333333333333,0.1,0.05,7,29,20,162,111,90,25,25
160,5,0.6333333333333333,0.2,0.01,7,39,24,158,103,105,23,23
161,5,0.6333333333333333,0.2,0.05,7,32,24,157,103,105,23,23
162,5,0.6555555555555554,0.0,0.01,7,28,19,136,92,50,20,20
163,5,0.6555555555555554,0.0,0.05,7,28,19,139,91,55,20,20
164,5,0.6555555555555554,0.1,0.01,7,29,19,136,91,55,20,20
165,5,0.6555555555555554,0.1,0.05,7,28,18,138,93,65,20,20
166,5,0.6555555555555554,0.2,0.01,7,29,20,137,92,65,19,20
167,5,0.6555555555555554,0.2,0.05,7,27,20,142,92,65,20,20
168,5,0.6777777777777777,0.0,0.01,7,24,16,119,78,40,18,18
169,5,0.6777777777777777,0.0,0.05,7,28,20,125,82,45,16,18
170,5,0.6777777777777777,0.1,0.01,7,26,17,120,79,45,17,17
171,5,0.6777777777777777,0.1,0.05,7,25,19,119,78,45,17,17
172,5,0.6777777777777777,0.2,0.01,7,25,20,120,79,50,18,17
173,5,0.6777777777777777,0.2,0.05,7,29,20,124,84,55,15,15
174,5,0.7,0.0,0.01,7,22,15,108,73,35,15,15
175,5,0.7,0.0,0.05,7,23,15,113,75,35,15,15
176,5,0.7,0.1,0.01,7,21,15,108,73,35,15,15
177,5,0.7,0.1,0.05,7,23,16,107,73,35,15,15
178,5,0.7,0.2,0.01,7,24,16,107,72,40,15,15
179,5,0.7,0.2,0.05,7,21,15,109,75,40,15,15
0,2,0.5,0.0,0.01,50,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,50,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,50,1000,1000,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,50,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,50,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,50,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,50,173,111,367,230,1000,131,131
7,2,0.5222222222222223,0.0,0.05,50,206,157,302,206,1000,136,136
8,2,0.5222222222222223,0.1,0.01,50,184,134,354,227,1000,136,136
9,2,0.5222222222222223,0.1,0.05,50,197,119,341,243,1000,146,146
10,2,0.5222222222222223,0.2,0.01,50,221,137,350,227,1000,132,132
11,2,0.5222222222222223,0.2,0.05,50,571,650,310,197,1000,120,119
12,2,0.5444444444444444,0.0,0.01,50,95,60,186,119,1000,67,67
13,2,0.5444444444444444,0.0,0.05,50,103,70,204,137,1000,66,66
14,2,0.5444444444444444,0.1,0.01,50,100,57,179,113,1000,64,64
15,2,0.5444444444444444,0.1,0.05,50,78,52,176,119,1000,62,62
16,2,0.5444444444444444,0.2,0.01,50,103,75,187,120,1000,67,67
17,2,0.5444444444444444,0.2,0.05,50,94,79,177,102,1000,57,58
18,2,0.5666666666666667,0.0,0.01,50,62,40,122,79,1000,43,43
19,2,0.5666666666666667,0.0,0.05,50,69,48,125,81,1000,44,44
20,2,0.5666666666666667,0.1,0.01,50,63,43,124,80,1000,44,44
21,2,0.5666666666666667,0.1,0.05,50,68,47,115,77,1000,42,42
22,2,0.5666666666666667,0.2,0.01,50,67,47,120,78,1000,42,42
23,2,0.5666666666666667,0.2,0.05,50,68,44,116,78,1000,40,40
24,2,0.5888888888888889,0.0,0.01,50,47,30,93,60,1000,33,33
25,2,0.5888888888888889,0.0,0.05,50,48,33,91,59,1000,29,29
26,2,0.5888888888888889,0.1,0.01,50,50,31,92,60,1000,32,32
27,2,0.5888888888888889,0.1,0.05,50,45,29,81,53,1000,29,28
28,2,0.5888888888888889,0.2,0.01,50,55,40,93,62,1000,34,34
29,2,0.5888888888888889,0.2,0.05,50,50,25,92,62,1000,35,35
30,2,0.611111111111111,0.0,0.01,50,38,25,76,50,190,26,26
31,2,0.611111111111111,0.0,0.05,50,37,26,83,53,222,28,28
32,2,0.611111111111111,0.1,0.01,50,41,26,76,49,1000,26,26
33,2,0.611111111111111,0.1,0.05,50,37,25,73,48,1000,25,25
34,2,0.611111111111111,0.2,0.01,50,39,26,74,50,1000,26,26
35,2,0.611111111111111,0.2,0.05,50,42,30,74,48,1000,24,24
36,2,0.6333333333333333,0.0,0.01,50,32,21,63,42,92,22,22
37,2,0.6333333333333333,0.0,0.05,50,31,21,65,44,102,22,22
38,2,0.6333333333333333,0.1,0.01,50,31,20,63,41,158,22,22
39,2,0.6333333333333333,0.1,0.05,50,31,19,61,42,118,22,22
40,2,0.6333333333333333,0.2,0.01,50,40,27,63,41,766,22,22
41,2,0.6333333333333333,0.2,0.05,50,29,19,64,44,1000,20,20
42,2,0.6555555555555554,0.0,0.01,50,27,19,55,37,62,19,19
43,2,0.6555555555555554,0.0,0.05,50,31,19,50,34,50,18,18
44,2,0.6555555555555554,0.1,0.01,50,28,18,54,37,78,18,18
45,2,0.6555555555555554,0.1,0.05,50,28,19,54,35,84,20,20
46,2,0.6555555555555554,0.2,0.01,50,24,15,55,37,142,18,18
47,2,0.6555555555555554,0.2,0.05,50,29,19,58,38,174,20,20
48,2,0.6777777777777777,0.0,0.01,50,24,16,48,32,46,16,16
49,2,0.6777777777777777,0.0,0.05,50,27,18,51,35,54,18,18
50,2,0.6777777777777777,0.1,0.01,50,26,17,48,32,56,16,16
51,2,0.6777777777777777,0.1,0.05,50,28,20,50,32,62,17,17
52,2,0.6777777777777777,0.2,0.01,50,30,20,49,32,80,16,16
53,2,0.6777777777777777,0.2,0.05,50,26,17,49,32,90,16,16
54,2,0.7,0.0,0.01,50,22,15,44,29,38,15,15
55,2,0.7,0.0,0.05,50,22,16,41,29,34,14,14
56,2,0.7,0.1,0.01,50,21,15,43,29,42,14,14
57,2,0.7,0.1,0.05,50,24,17,45,31,44,15,15
58,2,0.7,0.2,0.01,50,22,14,44,30,56,14,14
59,2,0.7,0.2,0.05,50,25,15,44,28,54,13,13
60,4,0.5,0.0,0.01,50,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,50,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,50,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,50,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,50,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,50,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,50,182,111,701,440,1000,135,135
67,4,0.5222222222222223,0.0,0.05,50,224,156,812,498,1000,122,122
68,4,0.5222222222222223,0.1,0.01,50,161,104,720,465,1000,136,136
69,4,0.5222222222222223,0.1,0.05,50,228,146,774,470,1000,150,151
70,4,0.5222222222222223,0.2,0.01,50,175,151,715,447,1000,131,129
71,4,0.5222222222222223,0.2,0.05,50,150,136,666,422,1000,110,111
72,4,0.5444444444444444,0.0,0.01,50,93,59,360,228,1000,68,67
73,4,0.5444444444444444,0.0,0.05,50,107,61,358,240,1000,76,75
74,4,0.5444444444444444,0.1,0.01,50,89,58,369,237,1000,69,69
75,4,0.5444444444444444,0.1,0.05,50,81,55,355,227,1000,79,77
76,4,0.5444444444444444,0.2,0.01,50,101,71,364,234,1000,70,70
77,4,0.5444444444444444,0.2,0.05,50,72,50,342,221,1000,67,67
78,4,0.5666666666666667,0.0,0.01,50,65,42,244,157,1000,43,44
79,4,0.5666666666666667,0.0,0.05,50,74,45,241,153,1000,47,47
80,4,0.5666666666666667,0.1,0.01,50,59,37,245,159,1000,44,44
81,4,0.5666666666666667,0.1,0.05,50,63,45,248,175,1000,47,46
82,4,0.5666666666666667,0.2,0.01,50,57,33,247,160,1000,45,45
83,4,0.5666666666666667,0.2,0.05,50,70,35,276,182,1000,62,63
84,4,0.5888888888888889,0.0,0.01,50,47,30,185,120,1000,32,32
85,4,0.5888888888888889,0.0,0.05,50,48,31,184,119,1000,32,32
86,4,0.5888888888888889,0.1,0.01,50,45,30,184,120,1000,32,32
87,4,0.5888888888888889,0.1,0.05,50,48,34,188,128,1000,41,42
88,4,0.5888888888888889,0.2,0.01,50,52,39,188,121,1000,35,35
89,4,0.5888888888888889,0.2,0.05,50,32,24,182,123,1000,34,35
90,4,0.611111111111111,0.0,0.01,50,38,26,150,98,196,27,27
91,4,0.611111111111111,0.0,0.05,50,37,26,158,104,380,24,24
92,4,0.611111111111111,0.1,0.01,50,40,25,150,98,436,27,26
93,4,0.611111111111111,0.1,0.05,50,39,29,144,96,492,27,27
94,4,0.611111111111111,0.2,0.01,50,35,26,150,99,1000,28,27
95,4,0.611111111111111,0.2,0.05,50,37,23,148,100,1000,28,28
96,4,0.6333333333333333,0.0,0.01,50,32,21,124,81,88,22,22
97,4,0.6333333333333333,0.0,0.05,50,29,20,126,80,88,20,20
98,4,0.6333333333333333,0.1,0.01,50,31,21,126,82,124,23,23
99,4,0.6333333333333333,0.1,0.05,50,39,24,135,88,164,24,24
100,4,0.6333333333333333,0.2,0.01,50,36,21,125,82,220,22,23
