batch_sizes,A_c,invalid
24,0.4791666666666667,0.9583333333333334
40,0.5375,0.925
20,0.625,0.75
16,0.53125,0.9375
56,0.5446428571428571,0.9107142857142857
44,0.5113636363636364,0.8863636363636364
8,0.5,1.0
32,0.59375,0.8125
8,0.5625,0.875
4,0.5,1.0
228,0.6162280701754386,0.7149122807017544
4,0.5,1.0
8,0.4375,0.875
447,0.5548098434004475,0.8814317673378076
4,0.625,0.75
4,0.625,0.75
36,0.5277777777777778,0.8888888888888888
2,0.25,0.5
8,0.5625,0.875
39,0.5769230769230769,0.8461538461538461
424,0.5554245283018868,0.875
10,0.6,0.8
8,0.5,1.0
4,0.5,1.0
16,0.5625,0.875
156,0.6057692307692307,0.6474358974358975
4,0.625,0.75
8,0.5,1.0
16,0.53125,0.9375
2,0.5,1.0
8,0.5,1.0
8,0.5,1.0
5,0.8,0.4
4,0.5,1.0
4,0.5,1.0
336,0.5505952380952381,0.8869047619047619
32,0.5625,0.875
4,0.5,1.0
16,0.59375,0.8125
80,0.5625,0.875
363,0.5881542699724518,0.8126721763085399
4,0.5,1.0
4,0.5,1.0
375,0.5613333333333334,0.8773333333333333
4,0.625,0.75
8,0.5625,0.875
44,0.5,0.9090909090909091
4,0.5,1.0
16,0.46875,0.9375
8,0.4375,0.875
4,0.625,0.75
4,0.625,0.75
8,0.5625,0.875
1,0.0,0.0
8,0.5,1.0
109,0.4954128440366973,0.9174311926605505
40,0.525,0.95
32,0.53125,0.9375
68,0.5367647058823529,0.8970588235294118
76,0.618421052631579,0.631578947368421
4,0.5,1.0
40,0.4875,0.925
60,0.525,0.95
28,0.5,1.0
4,0.5,1.0
4,0.625,0.75
216,0.5185185185185185,0.9166666666666666
8,0.5,1.0
8,0.5625,0.875
16,0.5,1.0
4,0.5,1.0
16,0.53125,0.9375
4,0.625,0.75
280,0.5482142857142858,0.8892857142857142
153,0.5490196078431373,0.9019607843137255
4,0.5,1.0
236,0.5677966101694916,0.864406779661017
4,0.5,1.0
200,0.5625,0.875
300,0.5633333333333334,0.8666666666666667
16,0.5,1.0
16,0.5625,0.875
4,0.625,0.75
20,0.575,0.85
4,0.5,1.0
4,0.5,1.0
20,0.5,0.9
12,0.5,0.8333333333333334
396,0.5366161616161617,0.8813131313131313
8,0.5625,0.875
109,0.5458715596330275,0.908256880733945
22,0.4772727272727273,0.9545454545454546
8,0.5,1.0
8,0.5625,0.875
8,0.5625,0.875
24,0.4791666666666667,0.9583333333333334
4,0.5,1.0
44,0.5681818181818182,0.8636363636363636
8,0.4375,0.875
8,0.375,0.75
4,0.5,1.0
12,0.625,0.75
4,0.5,1.0
20,0.525,0.95
276,0.5652173913043478,0.8478260869565217
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
28,0.5357142857142857,0.8571428571428571
2,0.5,1.0
1,0.5,1.0
3,0.5,1.0
16,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
28,0.5357142857142857,0.9285714285714286
16,0.46875,0.8125
4,0.625,0.75
4,0.5,1.0
8,0.5625,0.875
448,0.5714285714285714,0.8571428571428571
4,0.5,1.0
40,0.5375,0.925
3,0.6666666666666666,0.6666666666666666
7,0.7142857142857143,0.5714285714285714
28,0.5535714285714286,0.8214285714285714
335,0.5507462686567164,0.8865671641791045
4,0.5,1.0
16,0.5625,0.875
356,0.5688202247191011,0.851123595505618
4,0.5,1.0
3,0.6666666666666666,0.6666666666666666
8,0.5,1.0
16,0.5,0.875
16,0.53125,0.9375
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
132,0.5492424242424242,0.8712121212121212
4,0.5,1.0
4,0.625,0.75
124,0.5282258064516129,0.9274193548387096
4,0.5,1.0
268,0.5447761194029851,0.9029850746268657
40,0.55,0.9
69,0.5072463768115942,0.927536231884058
4,0.5,1.0
4,0.375,0.75
8,0.625,0.75
4,0.5,1.0
16,0.53125,0.9375
180,0.5555555555555556,0.8777777777777778
16,0.53125,0.9375
1,1.0,0.0
4,0.5,1.0
28,0.5714285714285714,0.8571428571428571
16,0.625,0.75
421,0.5593824228028503,0.8669833729216152
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
60,0.5583333333333333,0.8833333333333333
7,0.5714285714285714,0.8571428571428571
16,0.5,1.0
4,0.625,0.75
409,0.530562347188264,0.9193154034229829
4,0.5,1.0
48,0.53125,0.9375
4,0.625,0.75
4,0.5,1.0
19,0.6052631578947368,0.7894736842105263
20,0.575,0.85
4,0.625,0.75
432,0.59375,0.8125
20,0.525,0.95
4,0.5,1.0
4,0.375,0.75
36,0.5138888888888888,0.9722222222222222
26,0.4807692307692308,0.9615384615384616
6,0.5,1.0
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
7,0.6428571428571429,0.7142857142857143
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
16,0.5,0.875
5,0.5,1.0
312,0.5641025641025641,0.8653846153846154
405,0.5654320987654321,0.8641975308641975
8,0.5,0.75
20,0.55,0.9
12,0.5,0.8333333333333334
4,0.625,0.75
4,0.5,0.5
60,0.55,0.9
39,0.5897435897435898,0.8205128205128205
16,0.53125,0.9375
37,0.4864864864864865,0.972972972972973
4,0.5,1.0
2,0.75,0.5
340,0.5485294117647059,0.8911764705882353
20,0.55,0.9
80,0.65,0.6
20,0.525,0.95
12,0.5833333333333334,0.8333333333333334
76,0.5526315789473685,0.868421052631579
12,0.5416666666666666,0.9166666666666666
36,0.5138888888888888,0.9166666666666666
36,0.5277777777777778,0.9444444444444444
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
56,0.5714285714285714,0.8571428571428571
4,0.5,1.0
8,0.5625,0.875
427,0.5526932084309133,0.8805620608899297
240,0.5645833333333333,0.8625
12,0.5416666666666666,0.75
4,0.5,1.0
4,0.625,0.75
68,0.5514705882352942,0.8970588235294118
113,0.6858407079646017,0.5398230088495575
15,0.5333333333333333,0.9333333333333333
4,0.625,0.75
78,0.5256410256410257,0.9487179487179487
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
362,0.537292817679558,0.9088397790055248
20,0.55,0.9
100,0.545,0.89
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
20,0.5,0.9
47,0.5531914893617021,0.8936170212765957
232,0.5387931034482759,0.8793103448275862
3,0.5,1.0
4,0.5,1.0
8,0.5,1.0
36,0.5555555555555556,0.8888888888888888
4,0.625,0.75
60,0.525,0.8833333333333333
516,0.562015503875969,0.8682170542635659
3,0.6666666666666666,0.6666666666666666
4,0.5,1.0
24,0.5208333333333334,0.9583333333333334
4,0.5,1.0
4,0.625,0.75
28,0.5357142857142857,0.8571428571428571
213,0.5234741784037559,0.9154929577464789
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
24,0.5625,0.875
436,0.5665137614678899,0.8532110091743119
20,0.6,0.8
8,0.5,1.0
12,0.5,1.0
8,0.625,0.75
63,0.6428571428571429,0.5873015873015873
12,0.4583333333333333,0.9166666666666666
68,0.5147058823529411,0.9117647058823529
483,0.5300207039337475,0.906832298136646
8,0.5,1.0
336,0.5654761904761905,0.8511904761904762
16,0.5,1.0
4,0.625,0.75
3,0.5,1.0
4,0.625,0.75
76,0.5592105263157895,0.881578947368421
292,0.5684931506849316,0.8561643835616438
4,0.5,1.0
4,0.625,0.75
4,0.375,0.75
4,0.5,1.0
36,0.5138888888888888,0.9722222222222222
4,0.625,0.75
4,0.625,0.75
8,0.5,1.0
4,0.5,1.0
24,0.5625,0.875
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
400,0.56625,0.8675
3,0.6666666666666666,0.6666666666666666
4,0.5,1.0
8,0.5625,0.875
8,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
7,0.42857142857142855,0.8571428571428571
4,0.5,1.0
56,0.5357142857142857,0.8928571428571429
20,0.525,0.95
423,0.5638297872340425,0.8486997635933806
79,0.5379746835443038,0.8987341772151899
16,0.5625,0.875
12,0.5,1.0
8,0.5625,0.875
264,0.5587121212121212,0.8674242424242424
60,0.5166666666666667,0.9
4,0.5,1.0
4,0.5,1.0
26,0.5576923076923077,0.8846153846153846
3,0.5,1.0
12,0.5416666666666666,0.9166666666666666
78,0.5576923076923077,0.8846153846153846
304,0.5756578947368421,0.8486842105263158
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
260,0.551923076923077,0.8884615384615384
4,0.5,1.0
4,0.5,1.0
95,0.5473684210526316,0.9052631578947369
4,0.375,0.75
28,0.5892857142857143,0.8214285714285714
12,0.5416666666666666,0.9166666666666666
19,0.5,0.8947368421052632
4,0.5,1.0
28,0.5,1.0
8,0.5,1.0
4,0.375,0.75
89,0.5617977528089888,0.8539325842696629
33,0.5151515151515151,0.8484848484848485
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
4,0.625,0.75
139,0.5431654676258992,0.8848920863309353
4,0.5,1.0
8,0.5,1.0
101,0.5544554455445545,0.8910891089108911
12,0.5,1.0
333,0.5630630630630631,0.8618618618618619
4,0.5,1.0
16,0.53125,0.9375
8,0.5625,0.875
36,0.5694444444444444,0.8611111111111112
32,0.484375,0.96875
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
44,0.5568181818181818,0.8863636363636364
305,0.5754098360655737,0.8491803278688524
8,0.5,1.0
32,0.546875,0.84375
73,0.5205479452054794,0.958904109589041
4,0.625,0.75
4,0.625,0.75
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
8,0.5,1.0
181,0.5497237569060773,0.8895027624309392
4,0.5,1.0
29,0.5172413793103449,0.9655172413793104
160,0.53125,0.8875
40,0.5125,0.925
8,0.4375,0.875
18,0.5277777777777778,0.8333333333333334
4,0.375,0.75
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
124,0.5362903225806451,0.9274193548387096
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
8,0.4375,0.875
20,0.525,0.95
220,0.509090909090909,0.9
4,0.5,1.0
1,1.0,0.0
8,0.5625,0.875
189,0.49206349206349204,0.9417989417989417
115,0.5,0.7043478260869566
12,0.5,1.0
4,0.375,0.75
12,0.5833333333333334,0.8333333333333334
8,0.5,1.0
4,0.5,1.0
17,0.5294117647058824,0.5882352941176471
72,0.4930555555555556,0.9305555555555556
4,0.5,1.0
227,0.5,0.8942731277533039
14,0.5357142857142857,0.9285714285714286
16,0.5,0.875
199,0.550251256281407,0.7989949748743719
36,0.5,0.8888888888888888
16,0.53125,0.9375
39,0.47435897435897434,0.8461538461538461
4,0.625,0.75
20,0.475,0.95
8,0.5,1.0
16,0.5,0.875
8,0.4375,0.875
12,0.4583333333333333,0.9166666666666666
2,0.25,0.5
8,0.5625,0.875
16,0.53125,0.9375
12,0.5416666666666666,0.75
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
16,0.5,1.0
12,0.4583333333333333,0.9166666666666666
4,0.625,0.75
4,0.625,0.75
92,0.4891304347826087,0.9130434782608695
8,0.4375,0.875
12,0.5416666666666666,0.9166666666666666
4,0.5,1.0
4,0.375,0.75
316,0.48575949367088606,0.8892405063291139
31,0.5,0.8709677419354839
23,0.5,0.9130434782608695
40,0.4875,0.875
4,0.5,1.0
4,0.5,1.0
8,0.375,0.75
260,0.5134615384615384,0.8653846153846154
8,0.5625,0.875
80,0.49375,0.9375
240,0.53125,0.8875
8,0.5,1.0
4,0.5,1.0
8,0.625,0.75
8,0.5625,0.875
4,0.625,0.75
188,0.5186170212765957,0.898936170212766
3,0.6666666666666666,0.6666666666666666
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
357,0.5084033613445378,0.8543417366946778
8,0.5625,0.875
3,0.3333333333333333,0.6666666666666666
8,0.5,0.75
31,0.4838709677419355,0.9032258064516129
20,0.5,1.0
16,0.4375,0.875
29,0.4482758620689655,0.896551724137931
4,0.625,0.75
16,0.5,1.0
83,0.5180722891566265,0.8433734939759037
16,0.625,0.75
4,0.625,0.75
156,0.5128205128205128,0.8846153846153846
40,0.5125,0.825
28,0.4642857142857143,0.9285714285714286
4,0.5,1.0
14,0.4642857142857143,0.9285714285714286
4,0.375,0.75
8,0.5,0.75
4,0.625,0.75
43,0.45348837209302323,0.9069767441860465
360,0.5069444444444444,0.875
188,0.5212765957446809,0.8936170212765957
12,0.4166666666666667,0.8333333333333334
8,0.5,1.0
4,0.625,0.75
239,0.5397489539748954,0.8702928870292888
4,0.5,1.0
4,0.5,1.0
16,0.53125,0.8125
4,0.5,1.0
8,0.625,0.75
12,0.5416666666666666,0.9166666666666666
28,0.5178571428571429,0.8928571428571429
4,0.5,1.0
4,0.375,0.75
247,0.5161943319838057,0.8785425101214575
4,0.5,1.0
83,0.5120481927710844,0.9036144578313253
336,0.5282738095238095,0.8660714285714286
12,0.4583333333333333,0.9166666666666666
8,0.5625,0.875
16,0.5625,0.875
84,0.5357142857142857,0.9285714285714286
32,0.5,0.875
28,0.5714285714285714,0.7857142857142857
4,0.5,1.0
16,0.53125,0.9375
93,0.489247311827957,0.6989247311827957
8,0.4375,0.875
20,0.475,0.95
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
252,0.5257936507936508,0.8531746031746031
40,0.475,0.9
4,0.375,0.75
4,0.5,1.0
4,0.5,1.0
421,0.5142517814726841,0.8527315914489311
11,0.5454545454545454,0.9090909090909091
4,0.625,0.75
8,0.5,0.75
4,0.5,1.0
4,0.375,0.75
4,0.375,0.75
63,0.5714285714285714,0.8253968253968254
4,0.5,1.0
8,0.5625,0.875
20,0.525,0.85
28,0.4642857142857143,0.9285714285714286
102,0.5833333333333334,0.5392156862745098
32,0.53125,0.9375
16,0.5625,0.875
4,0.625,0.75
120,0.49583333333333335,0.8583333333333333
4,0.5,1.0
396,0.5429292929292929,0.8434343434343434
4,0.5,1.0
88,0.5113636363636364,0.8863636363636364
227,0.4933920704845815,0.8810572687224669
4,0.5,1.0
4,0.375,0.75
12,0.5,1.0
12,0.4583333333333333,0.9166666666666666
28,0.48214285714285715,0.8928571428571429
359,0.5111420612813371,0.8662952646239555
4,0.5,1.0
4,0.5,1.0
28,0.5178571428571429,0.8928571428571429
12,0.4583333333333333,0.9166666666666666
8,0.4375,0.875
4,0.625,0.75
136,0.49264705882352944,0.8823529411764706
28,0.5,0.9285714285714286
3,0.6666666666666666,0.6666666666666666
4,0.5,1.0
4,0.5,1.0
3,0.5,1.0
11,0.5,0.8181818181818182
4,0.625,0.75
75,0.5533333333333333,0.5466666666666666
4,0.625,0.75
19,0.5,1.0
268,0.5074626865671642,0.8656716417910447
4,0.5,1.0
4,0.5,1.0
419,0.5572792362768496,0.8424821002386634
68,0.45588235294117646,0.9117647058823529
12,0.5416666666666666,0.9166666666666666
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
24,0.4791666666666667,0.9583333333333334
4,0.625,0.75
4,0.5,1.0
355,0.5126760563380282,0.8676056338028169
6,0.5,1.0
115,0.5043478260869565,0.9391304347826087
8,0.625,0.75
88,0.5,0.9545454545454546
36,0.4722222222222222,0.8888888888888888
448,0.5189732142857143,0.890625
12,0.5,1.0
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
88,0.4772727272727273,0.9318181818181818
1,0.5,1.0
32,0.53125,0.875
4,0.5,1.0
260,0.5365384615384615,0.8653846153846154
4,0.625,0.75
16,0.53125,0.9375
4,0.5,1.0
36,0.4583333333333333,0.9166666666666666
20,0.5,1.0
64,0.5234375,0.890625
4,0.5,1.0
4,0.5,1.0
12,0.4166666666666667,0.8333333333333334
4,0.5,1.0
4,0.5,1.0
4,0.375,0.75
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
272,0.4889705882352941,0.8529411764705882
4,0.5,1.0
32,0.546875,0.84375
340,0.5147058823529411,0.8588235294117647
8,0.5625,0.875
8,0.5,1.0
4,0.375,0.75
4,0.5,1.0
4,0.625,0.75
24,0.5208333333333334,0.9583333333333334
4,0.625,0.75
416,0.47836538461538464,0.8317307692307693
68,0.47058823529411764,0.9117647058823529
4,0.625,0.75
76,0.5131578947368421,0.9210526315789473
4,0.375,0.75
4,0.5,1.0
20,0.5,0.9
7,0.5,0.7142857142857143
20,0.575,0.85
12,0.4166666666666667,0.8333333333333334
12,0.5,1.0
4,0.375,0.75
389,0.5655526992287918,0.8174807197943444
4,0.625,0.75
40,0.45,0.85
20,0.45,0.9
8,0.4375,0.875
12,0.5416666666666666,0.9166666666666666
28,0.5,1.0
44,0.5113636363636364,0.8409090909090909
4,0.5,1.0
44,0.5227272727272727,0.8636363636363636
4,0.375,0.75
316,0.5110759493670886,0.8512658227848101
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
209,0.5263157894736842,0.8708133971291866
12,0.5,1.0
4,0.375,0.75
7,0.5,1.0
52,0.5480769230769231,0.8653846153846154
9,0.4444444444444444,0.8888888888888888
12,0.5,0.8333333333333334
8,0.5625,0.875
4,0.5,1.0
294,0.4914965986394558,0.9013605442176871
50,0.49,0.86
4,0.625,0.75
36,0.5138888888888888,0.9722222222222222
5,0.7,0.6
365,0.536986301369863,0.8438356164383561
8,0.5,1.0
8,0.5,1.0
3,0.5,0.3333333333333333
39,0.5384615384615384,0.8717948717948718
4,0.5,1.0
63,0.48412698412698413,0.9047619047619048
4,0.5,1.0
28,0.5178571428571429,0.8214285714285714
4,0.5,1.0
12,0.625,0.75
103,0.4854368932038835,0.6213592233009708
4,0.625,0.75
4,0.625,0.75
89,0.4887640449438202,0.9550561797752809
19,0.5526315789473685,0.8947368421052632
36,0.4722222222222222,0.9444444444444444
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
336,0.5282738095238095,0.8660714285714286
46,0.4673913043478261,0.8478260869565217
4,0.5,1.0
4,0.5,1.0
8,0.4375,0.875
4,0.5,1.0
16,0.5,1.0
12,0.5,0.8333333333333334
4,0.5,1.0
341,0.4868035190615836,0.8563049853372434
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
184,0.5135869565217391,0.9184782608695652
24,0.5,0.9166666666666666
28,0.5535714285714286,0.8928571428571429
19,0.4473684210526316,0.8947368421052632
4,0.5,1.0
12,0.5,0.8333333333333334
8,0.5,1.0
40,0.55,0.9
64,0.5,0.96875
8,0.625,0.75
8,0.5,1.0
133,0.5075187969924813,0.924812030075188
4,0.625,0.75
4,0.375,0.75
28,0.42857142857142855,0.8571428571428571
148,0.5067567567567568,0.8513513513513513
4,0.5,1.0
254,0.49606299212598426,0.889763779527559
4,0.5,1.0
16,0.53125,0.9375
36,0.5555555555555556,0.8888888888888888
303,0.49174917491749176,0.9108910891089109
108,0.5046296296296297,0.6574074074074074
16,0.46875,0.8125
128,0.54296875,0.8671875
4,0.5,1.0
20,0.5,0.9
48,0.46875,0.8541666666666666
4,0.625,0.75
8,0.5625,0.875
3,0.5,1.0
4,0.5,1.0
4,0.5,1.0
316,0.5348101265822784,0.8607594936708861
4,0.375,0.75
4,0.375,0.75
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
4,0.625,0.75
74,0.527027027027027,0.5135135135135135
8,0.625,0.75
8,0.5,1.0
12,0.4166666666666667,0.8333333333333334
8,0.4375,0.875
209,0.4904306220095694,0.8851674641148325
100,0.49,0.92
4,0.5,1.0
8,0.375,0.75
56,0.5178571428571429,0.8928571428571429
24,0.5416666666666666,0.9166666666666666
8,0.5625,0.875
8,0.5625,0.875
4,0.5,1.0
28,0.5535714285714286,0.8928571428571429
4,0.625,0.75
16,0.5,1.0
316,0.4920886075949367,0.8829113924050633
20,0.525,0.95
12,0.5833333333333334,0.8333333333333334
8,0.625,0.75
8,0.4375,0.875
52,0.5096153846153846,0.8653846153846154
240,0.49166666666666664,0.8833333333333333
122,0.5081967213114754,0.9344262295081968
32,0.546875,0.90625
36,0.5,0.9444444444444444
4,0.375,0.75
16,0.46875,0.9375
28,0.5178571428571429,0.9642857142857143
2,0.75,0.5
24,0.5416666666666666,0.9166666666666666
4,0.5,1.0
8,0.5,1.0
8,0.625,0.75
453,0.49448123620309054,0.8653421633554084
47,0.5,0.9148936170212766
4,0.5,1.0
408,0.5036764705882353,0.8897058823529411
4,0.625,0.75
83,0.536144578313253,0.5180722891566265
9,0.6111111111111112,0.7777777777777778
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
148,0.5168918918918919,0.8716216216216216
6,0.5,1.0
20,0.425,0.75
4,0.625,0.75
16,0.53125,0.9375
8,0.5,1.0
4,0.5,1.0
19,0.5526315789473685,0.8947368421052632
4,0.5,1.0
240,0.50625,0.9041666666666667
4,0.5,1.0
360,0.5027777777777778,0.8833333333333333
8,0.5,1.0
260,0.5057692307692307,0.8807692307692307
4,0.375,0.75
4,0.375,0.75
411,0.49391727493917276,0.8613138686131386
36,0.4861111111111111,0.9166666666666666
4,0.375,0.75
123,0.5284552845528455,0.8617886178861789
108,0.5185185185185185,0.8888888888888888
36,0.5555555555555556,0.8888888888888888
4,0.375,0.75
28,0.5,1.0
40,0.525,0.95
20,0.6,0.8
8,0.5,1.0
12,0.5416666666666666,0.9166666666666666
52,0.5096153846153846,0.8269230769230769
84,0.5,0.8809523809523809
4,0.625,0.75
4,0.375,0.75
27,0.46296296296296297,0.6296296296296297
4,0.375,0.75
4,0.625,0.75
8,0.5625,0.875
229,0.5131004366812227,0.8864628820960698
4,0.375,0.75
28,0.5,0.9285714285714286
8,0.5,1.0
341,0.48240469208211145,0.8592375366568915
4,0.375,0.75
20,0.475,0.95
126,0.5,0.9047619047619048
28,0.4642857142857143,0.9285714285714286
4,0.5,1.0
20,0.55,0.8
4,0.5,1.0
12,0.5,0.8333333333333334
12,0.5,0.8333333333333334
4,0.5,1.0
20,0.5,0.9
4,0.375,0.75
4,0.5,1.0
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
4,0.5,1.0
32,0.515625,0.90625
12,0.5833333333333334,0.8333333333333334
2,0.75,0.5
4,0.375,0.75
4,0.375,0.75
4,0.375,0.75
32,0.5,0.8125
8,0.625,0.75
4,0.5,1.0
4,0.625,0.75
27,0.5740740740740741,0.8518518518518519
4,0.5,1.0
98,0.5408163265306123,0.8775510204081632
4,0.625,0.75
105,0.5,0.8285714285714286
4,0.375,0.75
28,0.5357142857142857,0.9285714285714286
379,0.5184696569920845,0.8522427440633246
40,0.45,0.9
4,0.5,1.0
4,0.625,0.75
128,0.54296875,0.8984375
12,0.5833333333333334,0.8333333333333334
28,0.5178571428571429,0.8928571428571429
63,0.46825396825396826,0.9047619047619048
44,0.5113636363636364,0.8863636363636364
20,0.5,0.9
16,0.5625,0.875
4,0.625,0.75
40,0.525,0.95
108,0.49537037037037035,0.9537037037037037
148,0.4966216216216216,0.8986486486486487
20,0.525,0.95
8,0.5,0.75
11,0.45454545454545453,0.9090909090909091
4,0.5,1.0
8,0.5,1.0
446,0.5056053811659192,0.8766816143497758
4,0.5,1.0
292,0.5205479452054794,0.8972602739726028
8,0.5,1.0
16,0.5,1.0
316,0.5506329113924051,0.8607594936708861
2,0.5,1.0
4,0.5,1.0
3,0.5,1.0
64,0.5390625,0.921875
20,0.55,0.9
56,0.5089285714285714,0.875
88,0.48295454545454547,0.9659090909090909
4,0.375,0.75
8,0.5625,0.875
26,0.5192307692307693,0.9615384615384616
12,0.5416666666666666,0.9166666666666666
12,0.5833333333333334,0.8333333333333334
4,0.625,0.75
4,0.375,0.75
4,0.5,1.0
48,0.53125,0.8958333333333334
64,0.53125,0.875
28,0.44642857142857145,0.8928571428571429
8,0.5625,0.875
4,0.625,0.75
151,0.5264900662251656,0.6423841059602649
8,0.4375,0.875
264,0.5227272727272727,0.8636363636363636
4,0.5,1.0
8,0.5,1.0
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
267,0.5224719101123596,0.850187265917603
12,0.5416666666666666,0.9166666666666666
4,0.375,0.75
279,0.48566308243727596,0.8781362007168458
4,0.5,1.0
136,0.48161764705882354,0.8602941176470589
104,0.4855769230769231,0.9134615384615384
4,0.375,0.75
315,0.4777777777777778,0.8539682539682539
12,0.5,1.0
12,0.5,1.0
56,0.5446428571428571,0.875
4,0.5,1.0
24,0.5208333333333334,0.875
4,0.5,1.0
8,0.5625,0.875
20,0.475,0.95
16,0.53125,0.9375
12,0.5833333333333334,0.8333333333333334
4,0.625,0.75
4,0.5,1.0
8,0.4375,0.875
59,0.5338983050847458,0.864406779661017
4,0.5,1.0
4,0.5,1.0
34,0.5441176470588235,0.8529411764705882
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
12,0.5,0.8333333333333334
20,0.475,0.95
4,0.375,0.75
8,0.5,0.75
4,0.5,1.0
28,0.4642857142857143,0.9285714285714286
4,0.5,1.0
344,0.5145348837209303,0.9069767441860465
4,0.5,1.0
372,0.5618279569892473,0.8602150537634409
16,0.5,1.0
8,0.5,0.75
12,0.5833333333333334,0.8333333333333334
7,0.6428571428571429,0.7142857142857143
8,0.4375,0.875
8,0.4375,0.875
4,0.375,0.75
4,0.375,0.75
4,0.5,1.0
4,0.5,1.0
115,0.5,0.9130434782608695
4,0.5,1.0
12,0.5,1.0
8,0.5625,0.875
8,0.625,0.75
8,0.5,1.0
324,0.5108024691358025,0.8734567901234568
1,0.5,1.0
8,0.5,1.0
8,0.4375,0.875
285,0.49473684210526314,0.9052631578947369
4,0.375,0.75
4,0.5,1.0
232,0.521551724137931,0.8706896551724138
28,0.4642857142857143,0.9285714285714286
255,0.5372549019607843,0.8549019607843137
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
8,0.5,1.0
83,0.5301204819277109,0.891566265060241
20,0.475,0.85
8,0.5,1.0
44,0.5340909090909091,0.8409090909090909
16,0.4375,0.875
4,0.5,1.0
40,0.475,0.85
20,0.525,0.95
137,0.4781021897810219,0.8832116788321168
452,0.4823008849557522,0.8672566371681416
8,0.5,1.0
28,0.5,0.9285714285714286
4,0.5,1.0
4,0.5,1.0
4,0.375,0.75
4,0.5,1.0
8,0.375,0.75
452,0.48451327433628316,0.8584070796460177
4,0.625,0.75
4,0.5,1.0
467,0.5299785867237687,0.8458244111349036
4,0.375,0.75
472,0.5084745762711864,0.8940677966101694
8,0.5625,0.875
8,0.5,1.0
23,0.45652173913043476,0.9130434782608695
4,0.625,0.75
480,0.5072916666666667,0.8770833333333333
15,0.5333333333333333,0.8
8,0.5,0.75
271,0.4944649446494465,0.8856088560885609
2,0.0,0.0
8,0.4375,0.875
4,0.375,0.75
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
7,0.42857142857142855,0.8571428571428571
28,0.44642857142857145,0.8214285714285714
4,0.5,1.0
248,0.5262096774193549,0.8508064516129032
13,0.46153846153846156,0.9230769230769231
40,0.4375,0.875
124,0.5362903225806451,0.8951612903225806
4,0.625,0.75
36,0.5416666666666666,0.9166666666666666
28,0.5535714285714286,0.8928571428571429
4,0.375,0.75
52,0.5384615384615384,0.8846153846153846
4,0.375,0.75
1,1.0,0.0
8,0.5,1.0
4,0.5,1.0
4,0.375,0.75
16,0.53125,0.9375
332,0.5316265060240963,0.8704819277108434
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
16,0.5,0.75
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
48,0.5104166666666666,0.9791666666666666
72,0.5277777777777778,0.8333333333333334
4,0.375,0.75
4,0.625,0.75
332,0.5271084337349398,0.8614457831325302
16,0.53125,0.9375
8,0.5625,0.875
16,0.5,0.875
159,0.5314465408805031,0.8364779874213837
4,0.5,1.0
8,0.375,0.75
59,0.5338983050847458,0.9322033898305084
256,0.474609375,0.87109375
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
