A_c,stratum_gap,A_c_1,A_c_2,p_1_1,p_1_2,p_2_1,p_2_2,bet,expected_stop,90percentile_stop
0.7,0.0,0.7,0.7,0.02,0.01,0.01,0.002,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.02,0.01,0.01,0.01,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.02,0.01,0.01,0.01,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.02,0.01,0.01,0.01,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.0,fixed,157.0,157.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.0,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.0,smooth_predictable,131.0,131.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.002,fixed,156.0,156.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.002,agrapa,99.0,99.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.002,smooth_predictable,129.0,129.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.01,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.01,agrapa,110.0,110.0
0.7,0.0,0.7,0.7,0.02,0.02,0.0,0.01,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.0,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.0,agrapa,104.0,104.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.0,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.002,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.002,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.002,smooth_predictable,132.0,132.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.01,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.01,agrapa,104.0,104.0
0.7,0.0,0.7,0.7,0.02,0.02,0.002,0.01,smooth_predictable,135.0,135.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.0,fixed,155.0,155.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.0,agrapa,108.0,108.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.0,smooth_predictable,137.0,137.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.002,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.002,agrapa,106.0,106.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.002,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.01,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.01,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.02,0.02,0.01,0.01,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.0,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.0,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.0,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.002,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.002,agrapa,104.0,104.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.002,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.01,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.01,agrapa,103.0,103.0
0.7,0.0,0.7,0.7,0.02,0.05,0.0,0.01,smooth_predictable,141.0,141.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.0,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.0,agrapa,100.0,100.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.0,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.002,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.002,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.002,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.01,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.01,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.02,0.05,0.002,0.01,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.0,fixed,165.0,165.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.0,agrapa,112.0,112.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.0,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.002,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.002,agrapa,103.0,103.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.002,smooth_predictable,142.0,142.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.01,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.01,agrapa,104.0,104.0
0.7,0.0,0.7,0.7,0.02,0.05,0.01,0.01,smooth_predictable,141.0,141.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.0,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.0,agrapa,100.0,100.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.0,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.002,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.002,agrapa,97.0,97.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.002,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.01,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.01,agrapa,102.0,102.0
0.7,0.0,0.7,0.7,0.05,0.0,0.0,0.01,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.0,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.0,agrapa,102.0,102.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.0,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.002,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.002,agrapa,106.0,106.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.002,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.01,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.01,agrapa,109.0,109.0
0.7,0.0,0.7,0.7,0.05,0.0,0.002,0.01,smooth_predictable,133.0,133.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.0,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.0,agrapa,114.0,114.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.0,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.002,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.002,agrapa,108.0,108.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.002,smooth_predictable,134.0,134.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.01,fixed,164.0,164.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.01,agrapa,103.0,103.0
0.7,0.0,0.7,0.7,0.05,0.0,0.01,0.01,smooth_predictable,141.0,141.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.0,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.0,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.0,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.002,fixed,159.0,159.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.002,agrapa,103.0,103.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.002,smooth_predictable,132.0,132.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.01,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.01,agrapa,111.0,111.0
0.7,0.0,0.7,0.7,0.05,0.01,0.0,0.01,smooth_predictable,133.0,133.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.0,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.0,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.0,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.002,fixed,160.0,160.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.002,agrapa,106.0,106.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.002,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.01,fixed,162.0,162.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.01,agrapa,109.0,109.0
0.7,0.0,0.7,0.7,0.05,0.01,0.002,0.01,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.0,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.0,agrapa,114.0,114.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.0,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.002,fixed,162.0,162.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.002,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.002,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.01,fixed,165.0,165.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.01,agrapa,118.0,118.0
0.7,0.0,0.7,0.7,0.05,0.01,0.01,0.01,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.0,fixed,158.0,158.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.0,agrapa,103.0,103.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.0,smooth_predictable,133.0,133.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.002,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.002,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.002,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.01,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.01,agrapa,106.0,106.0
0.7,0.0,0.7,0.7,0.05,0.02,0.0,0.01,smooth_predictable,138.0,138.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.0,fixed,161.0,161.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.0,agrapa,107.0,107.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.0,smooth_predictable,133.0,133.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.002,fixed,157.0,157.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.002,agrapa,102.0,102.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.002,smooth_predictable,137.0,137.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.01,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.01,agrapa,116.0,116.0
0.7,0.0,0.7,0.7,0.05,0.02,0.002,0.01,smooth_predictable,136.0,136.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.0,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.0,agrapa,107.0,107.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.0,smooth_predictable,133.0,133.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.002,fixed,162.0,162.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.002,agrapa,114.0,114.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.002,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.01,fixed,167.0,167.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.01,agrapa,106.0,106.0
0.7,0.0,0.7,0.7,0.05,0.02,0.01,0.01,smooth_predictable,144.0,144.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.0,fixed,164.0,164.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.0,agrapa,107.0,107.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.0,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.002,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.002,agrapa,101.0,101.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.002,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.01,fixed,162.0,162.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.01,agrapa,105.0,105.0
0.7,0.0,0.7,0.7,0.05,0.05,0.0,0.01,smooth_predictable,142.0,142.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.0,fixed,165.0,165.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.0,agrapa,107.0,107.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.0,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.002,fixed,163.0,163.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.002,agrapa,108.0,108.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.002,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.01,fixed,167.0,167.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.01,agrapa,104.0,104.0
0.7,0.0,0.7,0.7,0.05,0.05,0.002,0.01,smooth_predictable,140.0,140.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.0,fixed,165.0,165.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.0,agrapa,116.0,116.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.0,smooth_predictable,139.0,139.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.002,fixed,162.0,162.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.002,agrapa,109.0,109.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.002,smooth_predictable,145.0,145.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.01,fixed,168.0,168.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.01,agrapa,120.0,120.0
0.7,0.0,0.7,0.7,0.05,0.05,0.01,0.01,smooth_predictable,147.0,147.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.0,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.0,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.002,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.002,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.01,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.01,agrapa,103.0,103.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.0,0.01,smooth_predictable,131.0,131.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.0,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.0,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.002,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.002,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.01,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.01,agrapa,101.0,101.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.002,0.01,smooth_predictable,132.0,132.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.0,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.0,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.002,fixed,157.0,157.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.002,agrapa,101.0,101.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.002,smooth_predictable,132.0,132.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.01,fixed,160.0,160.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.01,agrapa,102.0,102.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.0,0.01,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.0,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.002,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.002,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.002,smooth_predictable,131.0,131.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.01,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.01,agrapa,106.0,106.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.0,0.01,smooth_predictable,134.0,134.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.0,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.002,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.002,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.002,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.01,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.01,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.002,0.01,smooth_predictable,132.0,132.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.0,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.0,agrapa,102.0,102.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.002,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.002,agrapa,101.0,101.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.002,smooth_predictable,134.0,134.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.01,fixed,159.0,159.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.01,agrapa,101.0,101.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.01,0.01,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.0,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.0,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.0,smooth_predictable,129.0,129.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.002,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.002,smooth_predictable,131.0,131.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.01,fixed,160.0,160.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.01,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.0,0.01,smooth_predictable,132.0,132.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.0,fixed,157.0,157.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.0,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.002,fixed,157.0,157.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.002,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.01,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.01,agrapa,106.0,106.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.002,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.0,fixed,159.0,159.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.0,agrapa,104.0,104.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.0,smooth_predictable,131.0,131.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.002,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.002,agrapa,106.0,106.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.002,smooth_predictable,137.0,137.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.01,fixed,159.0,159.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.01,agrapa,104.0,104.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.02,0.01,0.01,smooth_predictable,134.0,134.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.0,fixed,159.0,159.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.0,agrapa,101.0,101.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.0,smooth_predictable,138.0,138.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.002,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.002,agrapa,102.0,102.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.002,smooth_predictable,132.0,132.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.01,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.01,agrapa,102.0,102.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.0,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.0,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.0,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.0,smooth_predictable,133.0,133.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.002,fixed,159.0,159.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.002,agrapa,107.0,107.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.002,smooth_predictable,134.0,134.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.01,fixed,161.0,161.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.01,agrapa,103.0,103.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.002,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.0,fixed,163.0,163.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.0,agrapa,110.0,110.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.0,smooth_predictable,138.0,138.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.002,fixed,158.0,158.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.002,agrapa,106.0,106.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.002,smooth_predictable,134.0,134.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.01,fixed,161.0,161.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.01,agrapa,109.0,109.0
0.7,0.1,0.6499999999999999,0.75,0.0,0.05,0.01,0.01,smooth_predictable,136.0,136.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.0,fixed,154.0,154.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.0,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.002,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.002,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.01,fixed,157.0,157.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.01,agrapa,102.0,102.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.0,0.01,smooth_predictable,133.0,133.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.0,fixed,156.0,156.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.0,agrapa,99.0,99.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.0,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.002,fixed,155.0,155.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.002,agrapa,97.0,97.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.002,smooth_predictable,130.0,130.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.01,fixed,157.0,157.0
0.7,0.1,0.6499999999999999,0.75,0.01,0.0,0.002,0.01,agrapa,102.0,102.0
