eta,alt,delta,method,bet,allocation,stopping_time
"[0, 1]",0.51,0.0,product,fixed,round_robin,100
"[1, 0]",0.51,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.51,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.51,0.0,product,fixed,round_robin,100
"[0, 1]",0.51,0.0,product,fixed,larger_means,100
"[1, 0]",0.51,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.51,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.51,0.0,product,fixed,larger_means,100
"[0, 1]",0.51,0.0,product,fixed,predictable_kelly,17
"[1, 0]",0.51,0.0,product,fixed,predictable_kelly,17
"[0.5, 0.5]",0.51,0.0,product,fixed,predictable_kelly,100
"[0.5, 0.5]",0.51,0.0,product,fixed,predictable_kelly,100
"[0, 1]",0.51,0.0,product,agrapa,round_robin,9
"[1, 0]",0.51,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.51,0.0,product,agrapa,round_robin,100
"[0.5, 0.5]",0.51,0.0,product,agrapa,round_robin,100
"[0, 1]",0.51,0.0,product,agrapa,larger_means,9
"[1, 0]",0.51,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.51,0.0,product,agrapa,larger_means,100
"[0.5, 0.5]",0.51,0.0,product,agrapa,larger_means,100
"[0, 1]",0.51,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.51,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.51,0.0,product,agrapa,predictable_kelly,100
"[0.5, 0.5]",0.51,0.0,product,agrapa,predictable_kelly,100
"[0, 1]",0.51,0.0,product,smooth_predictable,round_robin,21
"[1, 0]",0.51,0.0,product,smooth_predictable,round_robin,26
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,round_robin,100
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,round_robin,100
"[0, 1]",0.51,0.0,product,smooth_predictable,larger_means,21
"[1, 0]",0.51,0.0,product,smooth_predictable,larger_means,26
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,larger_means,100
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,larger_means,100
"[0, 1]",0.51,0.0,product,smooth_predictable,predictable_kelly,11
"[1, 0]",0.51,0.0,product,smooth_predictable,predictable_kelly,11
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,predictable_kelly,100
"[0.5, 0.5]",0.51,0.0,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.51,0.1,product,fixed,round_robin,100
"[1, 0]",0.51,0.1,product,fixed,round_robin,100
"[0.5, 0.5]",0.51,0.1,product,fixed,round_robin,100
"[0.45, 0.55]",0.51,0.1,product,fixed,round_robin,100
"[0, 1]",0.51,0.1,product,fixed,larger_means,100
"[1, 0]",0.51,0.1,product,fixed,larger_means,12
"[0.5, 0.5]",0.51,0.1,product,fixed,larger_means,100
"[0.45, 0.55]",0.51,0.1,product,fixed,larger_means,100
"[0, 1]",0.51,0.1,product,fixed,predictable_kelly,18
"[1, 0]",0.51,0.1,product,fixed,predictable_kelly,16
"[0.5, 0.5]",0.51,0.1,product,fixed,predictable_kelly,100
"[0.45, 0.55]",0.51,0.1,product,fixed,predictable_kelly,100
"[0, 1]",0.51,0.1,product,agrapa,round_robin,9
"[1, 0]",0.51,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.51,0.1,product,agrapa,round_robin,74
"[0.45, 0.55]",0.51,0.1,product,agrapa,round_robin,100
"[0, 1]",0.51,0.1,product,agrapa,larger_means,55
"[1, 0]",0.51,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.51,0.1,product,agrapa,larger_means,38
"[0.45, 0.55]",0.51,0.1,product,agrapa,larger_means,100
"[0, 1]",0.51,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.51,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.51,0.1,product,agrapa,predictable_kelly,48
"[0.45, 0.55]",0.51,0.1,product,agrapa,predictable_kelly,100
"[0, 1]",0.51,0.1,product,smooth_predictable,round_robin,25
"[1, 0]",0.51,0.1,product,smooth_predictable,round_robin,22
"[0.5, 0.5]",0.51,0.1,product,smooth_predictable,round_robin,100
"[0.45, 0.55]",0.51,0.1,product,smooth_predictable,round_robin,100
"[0, 1]",0.51,0.1,product,smooth_predictable,larger_means,86
"[1, 0]",0.51,0.1,product,smooth_predictable,larger_means,7
"[0.5, 0.5]",0.51,0.1,product,smooth_predictable,larger_means,100
"[0.45, 0.55]",0.51,0.1,product,smooth_predictable,larger_means,100
"[0, 1]",0.51,0.1,product,smooth_predictable,predictable_kelly,11
"[1, 0]",0.51,0.1,product,smooth_predictable,predictable_kelly,10
"[0.5, 0.5]",0.51,0.1,product,smooth_predictable,predictable_kelly,100
"[0.45, 0.55]",0.51,0.1,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.51,0.5,product,fixed,round_robin,100
"[1, 0]",0.51,0.5,product,fixed,round_robin,100
"[0.5, 0.5]",0.51,0.5,product,fixed,round_robin,100
"[0.25, 0.75]",0.51,0.5,product,fixed,round_robin,100
"[0, 1]",0.51,0.5,product,fixed,larger_means,100
"[1, 0]",0.51,0.5,product,fixed,larger_means,10
"[0.5, 0.5]",0.51,0.5,product,fixed,larger_means,19
"[0.25, 0.75]",0.51,0.5,product,fixed,larger_means,100
"[0, 1]",0.51,0.5,product,fixed,predictable_kelly,24
"[1, 0]",0.51,0.5,product,fixed,predictable_kelly,16
"[0.5, 0.5]",0.51,0.5,product,fixed,predictable_kelly,24
"[0.25, 0.75]",0.51,0.5,product,fixed,predictable_kelly,100
"[0, 1]",0.51,0.5,product,agrapa,round_robin,9
"[1, 0]",0.51,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.51,0.5,product,agrapa,round_robin,20
"[0.25, 0.75]",0.51,0.5,product,agrapa,round_robin,100
"[0, 1]",0.51,0.5,product,agrapa,larger_means,55
"[1, 0]",0.51,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.51,0.5,product,agrapa,larger_means,11
"[0.25, 0.75]",0.51,0.5,product,agrapa,larger_means,100
"[0, 1]",0.51,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.51,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.51,0.5,product,agrapa,predictable_kelly,14
"[0.25, 0.75]",0.51,0.5,product,agrapa,predictable_kelly,100
"[0, 1]",0.51,0.5,product,smooth_predictable,round_robin,61
"[1, 0]",0.51,0.5,product,smooth_predictable,round_robin,16
"[0.5, 0.5]",0.51,0.5,product,smooth_predictable,round_robin,88
"[0.25, 0.75]",0.51,0.5,product,smooth_predictable,round_robin,100
"[0, 1]",0.51,0.5,product,smooth_predictable,larger_means,95
"[1, 0]",0.51,0.5,product,smooth_predictable,larger_means,6
"[0.5, 0.5]",0.51,0.5,product,smooth_predictable,larger_means,14
"[0.25, 0.75]",0.51,0.5,product,smooth_predictable,larger_means,100
"[0, 1]",0.51,0.5,product,smooth_predictable,predictable_kelly,16
"[1, 0]",0.51,0.5,product,smooth_predictable,predictable_kelly,9
"[0.5, 0.5]",0.51,0.5,product,smooth_predictable,predictable_kelly,18
"[0.25, 0.75]",0.51,0.5,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.53,0.0,product,fixed,round_robin,100
"[1, 0]",0.53,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.53,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.53,0.0,product,fixed,round_robin,100
"[0, 1]",0.53,0.0,product,fixed,larger_means,100
"[1, 0]",0.53,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.53,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.53,0.0,product,fixed,larger_means,100
"[0, 1]",0.53,0.0,product,fixed,predictable_kelly,16
"[1, 0]",0.53,0.0,product,fixed,predictable_kelly,16
"[0.5, 0.5]",0.53,0.0,product,fixed,predictable_kelly,100
"[0.5, 0.5]",0.53,0.0,product,fixed,predictable_kelly,100
"[0, 1]",0.53,0.0,product,agrapa,round_robin,9
"[1, 0]",0.53,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.53,0.0,product,agrapa,round_robin,89
"[0.5, 0.5]",0.53,0.0,product,agrapa,round_robin,89
"[0, 1]",0.53,0.0,product,agrapa,larger_means,9
"[1, 0]",0.53,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.53,0.0,product,agrapa,larger_means,89
"[0.5, 0.5]",0.53,0.0,product,agrapa,larger_means,89
"[0, 1]",0.53,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.53,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.53,0.0,product,agrapa,predictable_kelly,89
"[0.5, 0.5]",0.53,0.0,product,agrapa,predictable_kelly,89
"[0, 1]",0.53,0.0,product,smooth_predictable,round_robin,19
"[1, 0]",0.53,0.0,product,smooth_predictable,round_robin,22
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,round_robin,100
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,round_robin,100
"[0, 1]",0.53,0.0,product,smooth_predictable,larger_means,19
"[1, 0]",0.53,0.0,product,smooth_predictable,larger_means,22
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,larger_means,100
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,larger_means,100
"[0, 1]",0.53,0.0,product,smooth_predictable,predictable_kelly,10
"[1, 0]",0.53,0.0,product,smooth_predictable,predictable_kelly,10
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,predictable_kelly,100
"[0.5, 0.5]",0.53,0.0,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.53,0.1,product,fixed,round_robin,100
"[1, 0]",0.53,0.1,product,fixed,round_robin,100
"[0.5, 0.5]",0.53,0.1,product,fixed,round_robin,100
"[0.45, 0.55]",0.53,0.1,product,fixed,round_robin,100
"[0, 1]",0.53,0.1,product,fixed,larger_means,100
"[1, 0]",0.53,0.1,product,fixed,larger_means,11
"[0.5, 0.5]",0.53,0.1,product,fixed,larger_means,100
"[0.45, 0.55]",0.53,0.1,product,fixed,larger_means,100
"[0, 1]",0.53,0.1,product,fixed,predictable_kelly,17
"[1, 0]",0.53,0.1,product,fixed,predictable_kelly,16
"[0.5, 0.5]",0.53,0.1,product,fixed,predictable_kelly,100
"[0.45, 0.55]",0.53,0.1,product,fixed,predictable_kelly,100
"[0, 1]",0.53,0.1,product,agrapa,round_robin,9
"[1, 0]",0.53,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.53,0.1,product,agrapa,round_robin,58
"[0.45, 0.55]",0.53,0.1,product,agrapa,round_robin,89
"[0, 1]",0.53,0.1,product,agrapa,larger_means,55
"[1, 0]",0.53,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.53,0.1,product,agrapa,larger_means,30
"[0.45, 0.55]",0.53,0.1,product,agrapa,larger_means,90
"[0, 1]",0.53,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.53,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.53,0.1,product,agrapa,predictable_kelly,38
"[0.45, 0.55]",0.53,0.1,product,agrapa,predictable_kelly,87
"[0, 1]",0.53,0.1,product,smooth_predictable,round_robin,21
"[1, 0]",0.53,0.1,product,smooth_predictable,round_robin,20
"[0.5, 0.5]",0.53,0.1,product,smooth_predictable,round_robin,100
"[0.45, 0.55]",0.53,0.1,product,smooth_predictable,round_robin,100
"[0, 1]",0.53,0.1,product,smooth_predictable,larger_means,84
"[1, 0]",0.53,0.1,product,smooth_predictable,larger_means,7
"[0.5, 0.5]",0.53,0.1,product,smooth_predictable,larger_means,40
"[0.45, 0.55]",0.53,0.1,product,smooth_predictable,larger_means,100
"[0, 1]",0.53,0.1,product,smooth_predictable,predictable_kelly,11
"[1, 0]",0.53,0.1,product,smooth_predictable,predictable_kelly,10
"[0.5, 0.5]",0.53,0.1,product,smooth_predictable,predictable_kelly,42
"[0.45, 0.55]",0.53,0.1,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.53,0.5,product,fixed,round_robin,100
"[1, 0]",0.53,0.5,product,fixed,round_robin,100
"[0.5, 0.5]",0.53,0.5,product,fixed,round_robin,100
"[0.25, 0.75]",0.53,0.5,product,fixed,round_robin,100
"[0, 1]",0.53,0.5,product,fixed,larger_means,100
"[1, 0]",0.53,0.5,product,fixed,larger_means,10
"[0.5, 0.5]",0.53,0.5,product,fixed,larger_means,18
"[0.25, 0.75]",0.53,0.5,product,fixed,larger_means,100
"[0, 1]",0.53,0.5,product,fixed,predictable_kelly,22
"[1, 0]",0.53,0.5,product,fixed,predictable_kelly,15
"[0.5, 0.5]",0.53,0.5,product,fixed,predictable_kelly,22
"[0.25, 0.75]",0.53,0.5,product,fixed,predictable_kelly,100
"[0, 1]",0.53,0.5,product,agrapa,round_robin,9
"[1, 0]",0.53,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.53,0.5,product,agrapa,round_robin,20
"[0.25, 0.75]",0.53,0.5,product,agrapa,round_robin,68
"[0, 1]",0.53,0.5,product,agrapa,larger_means,55
"[1, 0]",0.53,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.53,0.5,product,agrapa,larger_means,11
"[0.25, 0.75]",0.53,0.5,product,agrapa,larger_means,79
"[0, 1]",0.53,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.53,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.53,0.5,product,agrapa,predictable_kelly,14
"[0.25, 0.75]",0.53,0.5,product,agrapa,predictable_kelly,47
"[0, 1]",0.53,0.5,product,smooth_predictable,round_robin,43
"[1, 0]",0.53,0.5,product,smooth_predictable,round_robin,14
"[0.5, 0.5]",0.53,0.5,product,smooth_predictable,round_robin,60
"[0.25, 0.75]",0.53,0.5,product,smooth_predictable,round_robin,100
"[0, 1]",0.53,0.5,product,smooth_predictable,larger_means,90
"[1, 0]",0.53,0.5,product,smooth_predictable,larger_means,6
"[0.5, 0.5]",0.53,0.5,product,smooth_predictable,larger_means,13
"[0.25, 0.75]",0.53,0.5,product,smooth_predictable,larger_means,100
"[0, 1]",0.53,0.5,product,smooth_predictable,predictable_kelly,15
"[1, 0]",0.53,0.5,product,smooth_predictable,predictable_kelly,9
"[0.5, 0.5]",0.53,0.5,product,smooth_predictable,predictable_kelly,16
"[0.25, 0.75]",0.53,0.5,product,smooth_predictable,predictable_kelly,100
"[0, 1]",0.55,0.0,product,fixed,round_robin,100
"[1, 0]",0.55,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.55,0.0,product,fixed,round_robin,82
"[0.5, 0.5]",0.55,0.0,product,fixed,round_robin,82
"[0, 1]",0.55,0.0,product,fixed,larger_means,100
"[1, 0]",0.55,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.55,0.0,product,fixed,larger_means,82
"[0.5, 0.5]",0.55,0.0,product,fixed,larger_means,82
"[0, 1]",0.55,0.0,product,fixed,predictable_kelly,16
"[1, 0]",0.55,0.0,product,fixed,predictable_kelly,16
"[0.5, 0.5]",0.55,0.0,product,fixed,predictable_kelly,82
"[0.5, 0.5]",0.55,0.0,product,fixed,predictable_kelly,82
"[0, 1]",0.55,0.0,product,agrapa,round_robin,9
"[1, 0]",0.55,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.55,0.0,product,agrapa,round_robin,56
"[0.5, 0.5]",0.55,0.0,product,agrapa,round_robin,56
"[0, 1]",0.55,0.0,product,agrapa,larger_means,9
"[1, 0]",0.55,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.55,0.0,product,agrapa,larger_means,56
"[0.5, 0.5]",0.55,0.0,product,agrapa,larger_means,56
"[0, 1]",0.55,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.55,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.55,0.0,product,agrapa,predictable_kelly,56
"[0.5, 0.5]",0.55,0.0,product,agrapa,predictable_kelly,56
"[0, 1]",0.55,0.0,product,smooth_predictable,round_robin,17
"[1, 0]",0.55,0.0,product,smooth_predictable,round_robin,20
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,round_robin,63
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,round_robin,63
"[0, 1]",0.55,0.0,product,smooth_predictable,larger_means,17
"[1, 0]",0.55,0.0,product,smooth_predictable,larger_means,20
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,larger_means,63
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,larger_means,63
"[0, 1]",0.55,0.0,product,smooth_predictable,predictable_kelly,10
"[1, 0]",0.55,0.0,product,smooth_predictable,predictable_kelly,10
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,predictable_kelly,63
"[0.5, 0.5]",0.55,0.0,product,smooth_predictable,predictable_kelly,63
"[0, 1]",0.55,0.1,product,fixed,round_robin,100
"[1, 0]",0.55,0.1,product,fixed,round_robin,100
"[0.5, 0.5]",0.55,0.1,product,fixed,round_robin,84
"[0.45, 0.55]",0.55,0.1,product,fixed,round_robin,82
"[0, 1]",0.55,0.1,product,fixed,larger_means,100
"[1, 0]",0.55,0.1,product,fixed,larger_means,11
"[0.5, 0.5]",0.55,0.1,product,fixed,larger_means,43
"[0.45, 0.55]",0.55,0.1,product,fixed,larger_means,82
"[0, 1]",0.55,0.1,product,fixed,predictable_kelly,16
"[1, 0]",0.55,0.1,product,fixed,predictable_kelly,15
"[0.5, 0.5]",0.55,0.1,product,fixed,predictable_kelly,45
"[0.45, 0.55]",0.55,0.1,product,fixed,predictable_kelly,82
"[0, 1]",0.55,0.1,product,agrapa,round_robin,9
"[1, 0]",0.55,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.55,0.1,product,agrapa,round_robin,48
"[0.45, 0.55]",0.55,0.1,product,agrapa,round_robin,55
"[0, 1]",0.55,0.1,product,agrapa,larger_means,55
"[1, 0]",0.55,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.55,0.1,product,agrapa,larger_means,25
"[0.45, 0.55]",0.55,0.1,product,agrapa,larger_means,50
"[0, 1]",0.55,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.55,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.55,0.1,product,agrapa,predictable_kelly,31
"[0.45, 0.55]",0.55,0.1,product,agrapa,predictable_kelly,51
"[0, 1]",0.55,0.1,product,smooth_predictable,round_robin,19
"[1, 0]",0.55,0.1,product,smooth_predictable,round_robin,18
"[0.5, 0.5]",0.55,0.1,product,smooth_predictable,round_robin,62
"[0.45, 0.55]",0.55,0.1,product,smooth_predictable,round_robin,63
"[0, 1]",0.55,0.1,product,smooth_predictable,larger_means,81
"[1, 0]",0.55,0.1,product,smooth_predictable,larger_means,7
"[0.5, 0.5]",0.55,0.1,product,smooth_predictable,larger_means,32
"[0.45, 0.55]",0.55,0.1,product,smooth_predictable,larger_means,63
"[0, 1]",0.55,0.1,product,smooth_predictable,predictable_kelly,10
"[1, 0]",0.55,0.1,product,smooth_predictable,predictable_kelly,10
"[0.5, 0.5]",0.55,0.1,product,smooth_predictable,predictable_kelly,34
"[0.45, 0.55]",0.55,0.1,product,smooth_predictable,predictable_kelly,63
"[0, 1]",0.55,0.5,product,fixed,round_robin,100
"[1, 0]",0.55,0.5,product,fixed,round_robin,100
"[0.5, 0.5]",0.55,0.5,product,fixed,round_robin,100
"[0.25, 0.75]",0.55,0.5,product,fixed,round_robin,82
"[0, 1]",0.55,0.5,product,fixed,larger_means,100
"[1, 0]",0.55,0.5,product,fixed,larger_means,9
"[0.5, 0.5]",0.55,0.5,product,fixed,larger_means,17
"[0.25, 0.75]",0.55,0.5,product,fixed,larger_means,82
"[0, 1]",0.55,0.5,product,fixed,predictable_kelly,21
"[1, 0]",0.55,0.5,product,fixed,predictable_kelly,15
"[0.5, 0.5]",0.55,0.5,product,fixed,predictable_kelly,21
"[0.25, 0.75]",0.55,0.5,product,fixed,predictable_kelly,82
"[0, 1]",0.55,0.5,product,agrapa,round_robin,9
"[1, 0]",0.55,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.55,0.5,product,agrapa,round_robin,18
"[0.25, 0.75]",0.55,0.5,product,agrapa,round_robin,43
"[0, 1]",0.55,0.5,product,agrapa,larger_means,55
"[1, 0]",0.55,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.55,0.5,product,agrapa,larger_means,10
"[0.25, 0.75]",0.55,0.5,product,agrapa,larger_means,62
"[0, 1]",0.55,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.55,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.55,0.5,product,agrapa,predictable_kelly,13
"[0.25, 0.75]",0.55,0.5,product,agrapa,predictable_kelly,31
"[0, 1]",0.55,0.5,product,smooth_predictable,round_robin,33
"[1, 0]",0.55,0.5,product,smooth_predictable,round_robin,14
"[0.5, 0.5]",0.55,0.5,product,smooth_predictable,round_robin,46
"[0.25, 0.75]",0.55,0.5,product,smooth_predictable,round_robin,63
"[0, 1]",0.55,0.5,product,smooth_predictable,larger_means,85
"[1, 0]",0.55,0.5,product,smooth_predictable,larger_means,6
"[0.5, 0.5]",0.55,0.5,product,smooth_predictable,larger_means,12
"[0.25, 0.75]",0.55,0.5,product,smooth_predictable,larger_means,63
"[0, 1]",0.55,0.5,product,smooth_predictable,predictable_kelly,14
"[1, 0]",0.55,0.5,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.55,0.5,product,smooth_predictable,predictable_kelly,15
"[0.25, 0.75]",0.55,0.5,product,smooth_predictable,predictable_kelly,63
"[0, 1]",0.58,0.0,product,fixed,round_robin,100
"[1, 0]",0.58,0.0,product,fixed,round_robin,100
"[0.5, 0.5]",0.58,0.0,product,fixed,round_robin,52
"[0.5, 0.5]",0.58,0.0,product,fixed,round_robin,52
"[0, 1]",0.58,0.0,product,fixed,larger_means,100
"[1, 0]",0.58,0.0,product,fixed,larger_means,100
"[0.5, 0.5]",0.58,0.0,product,fixed,larger_means,52
"[0.5, 0.5]",0.58,0.0,product,fixed,larger_means,52
"[0, 1]",0.58,0.0,product,fixed,predictable_kelly,15
"[1, 0]",0.58,0.0,product,fixed,predictable_kelly,15
"[0.5, 0.5]",0.58,0.0,product,fixed,predictable_kelly,52
"[0.5, 0.5]",0.58,0.0,product,fixed,predictable_kelly,52
"[0, 1]",0.58,0.0,product,agrapa,round_robin,9
"[1, 0]",0.58,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.58,0.0,product,agrapa,round_robin,36
"[0.5, 0.5]",0.58,0.0,product,agrapa,round_robin,36
"[0, 1]",0.58,0.0,product,agrapa,larger_means,9
"[1, 0]",0.58,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.58,0.0,product,agrapa,larger_means,36
"[0.5, 0.5]",0.58,0.0,product,agrapa,larger_means,36
"[0, 1]",0.58,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.58,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.58,0.0,product,agrapa,predictable_kelly,36
"[0.5, 0.5]",0.58,0.0,product,agrapa,predictable_kelly,36
"[0, 1]",0.58,0.0,product,smooth_predictable,round_robin,15
"[1, 0]",0.58,0.0,product,smooth_predictable,round_robin,18
